"id_turma";"codigo_turma";"id_docente_interno";"id_docente_externo";"observacao";"id_componente_curricular";"nivel_ensino";"campus_turma";"local";"ano";"periodo";"data_inicio";"data_fim";"descricao_horario";"total_solicitacoes";"capacidade_aluno";"tipo";"distancia";"data_consolidacao";"agrupadora";"id_turma_agrupadora";"qtd_aulas_lancadas";"situacao_turma";"convenio";"modalidade_participantes";
"57573255";"11";"22886";"";"";"18716";"TÉCNICO";"";"Sala 04";"2016";"1";"2016-02-01";"2016-06-18";"5T456";"3";"3";"REGULAR";"f";"2016-06-17 19:44:35.63";"f";"";"51";"CONSOLIDADA";"";"Presencial";
"57573256";"12";"63717";"";"";"18716";"TÉCNICO";"";"Sala 'Q'";"2016";"1";"2016-02-01";"2016-06-18";"5T123";"3";"2";"REGULAR";"f";"2016-06-21 16:00:52.914";"f";"";"51";"CONSOLIDADA";"";"Presencial";
"57573257";"13";"63717";"";"";"18716";"TÉCNICO";"";"Sala 'Q'";"2016";"1";"2016-02-01";"2016-06-18";"4T456";"1";"2";"REGULAR";"f";"2016-06-17 11:29:25.501";"f";"";"57";"CONSOLIDADA";"";"Presencial";
"57573258";"14";"5751745";"";"";"18716";"TÉCNICO";"";"Sala 18";"2016";"1";"2016-02-01";"2016-06-18";"4T123";"1";"3";"REGULAR";"f";"2016-06-08 21:35:21.817";"f";"";"54";"CONSOLIDADA";"";"Presencial";
"57573259";"15";"5757134";"";"";"18716";"TÉCNICO";"";"Sala 17";"2016";"1";"2016-02-01";"2016-06-18";"4T123";"1";"3";"REGULAR";"f";"2016-06-23 15:08:29.509";"f";"";"57";"CONSOLIDADA";"";"Presencial";
"57573260";"16";"24189";"";"";"18716";"TÉCNICO";"";"Sala 'S'";"2016";"1";"2016-02-01";"2016-06-18";"4T456";"1";"3";"REGULAR";"f";"2016-06-17 07:22:18.338";"f";"";"54";"CONSOLIDADA";"";"Presencial";
"57573261";"17";"24189";"";"";"18716";"TÉCNICO";"";"Sala 'S'";"2016";"1";"2016-02-01";"2016-06-18";"4T123";"1";"3";"REGULAR";"f";"2016-06-17 07:37:43.543";"f";"";"57";"CONSOLIDADA";"";"Presencial";
"57573262";"18";"5757246";"";"";"18716";"TÉCNICO";"";"Sala 'N'";"2016";"1";"2016-02-01";"2016-06-18";"2T456";"0";"3";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57573263";"19";"5758240";"";"";"18716";"TÉCNICO";"";"Sala 06";"2016";"1";"2016-02-01";"2016-06-18";"4T123";"2";"3";"REGULAR";"f";"2016-06-18 20:56:36.172";"f";"";"57";"CONSOLIDADA";"";"Presencial";
"57573264";"20";"5758240";"";"";"18716";"TÉCNICO";"";"Sala 06";"2016";"1";"2016-02-01";"2016-06-18";"4T456";"3";"3";"REGULAR";"f";"2016-06-18 21:00:09.103";"f";"";"57";"CONSOLIDADA";"";"Presencial";
